User Name,Date of Review,Review Content,Rating,Overall Rating,Food Rating,Service Rating,Ambience Rating
SheltonFoodie,"Dined on July 19, 2019","Lovely cocktail menu, outstanding cheese and cured meats selection, most of our table ordered and was very happy with the gnocchi entree, I ordered the sea scallops and they were delicious. One of the best restaurants in New Haven.",5 stars,Overall 5,Food 5,Service 5,Ambience 5
doctorjimmy,"Dined on July 14, 2019","Great place for Brunch on Sunday: the Blueberry Pancakes were tasty and filling, the atmosphere is relaxed and comfortable.",5 stars,Overall 5,Food 5,Service 4,Ambience 5
MarkL,"Dined on July 9, 2019","Food was excellent.   Fresh, unique preparations highlighted by excellent service that was friendly and not stuffy.

The meat was prepared just a bit rarer than I would have liked, but still well executed.

I will look forward to returning.
Read more",5 stars,Overall 5,Food 5,Service 5,Ambience 4
Maria,"Dined on July 7, 2019",My husband and I always enjoy the brunch at Heirloom.  Delicious food in a very inviting atmosphere.  A must try!,5 stars,Overall 5,Food 5,Service 5,Ambience 5
KendallS,"Dined on July 6, 2019",Food (eggs Benedict) was delicious. Service was mediocre at best.,3 stars,Overall 3,Food 5,Service 3,Ambience 4
Ziggy,"Dined on July 6, 2019","Tasteless food, overcooked vegetables, poor service, multiple errors on order....",1 star,Overall 1,Food 1,Service 1,Ambience 3
JA12,"Dined on July 5, 2019","As always, a lovely experience. My favorite restaurant!",5 stars,Overall 5,Food 5,Service 5,Ambience 5
LindaR,"Dined on July 3, 2019",Excellent food imaginatively prepared. Great service.,5 stars,Overall 5,Food 5,Service 5,Ambience 5
OpenTable Diner,"Dined on June 30, 2019",The food was delicious and the staff was friendly and helpful.,5 stars,Overall 5,Food 5,Service 5,Ambience 5
PaulCT,"Dined on June 28, 2019","Understated elegance, prompt attentive and unhurried service, excellent food, reasonably priced. A recipe for value and enjoyment.",5 stars,Overall 5,Food 5,Service 5,Ambience 5
Chuck,"Dined on June 27, 2019","No one in our party of four enjoyed their food.  The use of roe on the lobster bucatini was so far over-applied that I couldn’t see the pasta under it!  It finished terribly and fought with the lobster—and lost. 

Even after complaining to the waiter and leaving more than half of our meals on the plates, no one cared enough to come out and talk to us. 

So disappointing. Nice decor and great spot.
Read more",2 stars,Overall 2,Food 2,Service 4,Ambience 5
BeckyformerLondoner,"Dined on June 22, 2019","My guest had to send her salad back politely because she requested the dressing on the side, which the server repeated .",4 stars,Overall 4,Food 3,Service 4,Ambience 4
OpenTable Diner,"Dined on June 19, 2019","Third time this year that we have been there and it never disappoints! 
The food is always great and we have had the same waitress Amanda each time, she is wonderful!",5 stars,Overall 5,Food 5,Service 4,Ambience 4
ZacharyG,"Dined on June 15, 2019",Delicious food and beautiful space. Great place to have an early brunch.,5 stars,Overall 5,Food 5,Service 4,Ambience 5
Foodwood,"Dined on June 14, 2019",We are long time fans of Heirloom. The food remained outstanding this time but the service was seriously inattentive which has not happened before. We appreciate not being rushed but our waiter disappeared for long periods of time. We decided against ordering dessert or coffee since we waited so long it was time to go.,3 stars,Overall 3,Food 4,Service 1,Ambience 4
StevenS,"Dined on June 8, 2019",Food was mediocre.  Service was lackadaisical.  Not recommended.,2 stars,Overall 2,Food 3,Service 2,Ambience 2
ShariS,"Dined on June 2, 2019",Sunday Brunch is a favorite for us here- the Salmon Benedict is yummy as is everything else!,5 stars,Overall 5,Food 5,Service 5,Ambience 5
AL123,"Dined on June 2, 2019",The food was delicious and the service was excellent.,5 stars,Overall 5,Food 5,Service 5,Ambience 5
LaFlemm,"Dined on May 27, 2019","This is a reasonably expensive restaurant and the quality of the food does not match the price. My crudite with hummus was a bowl of vegetables--so if you favored one vegetable in particular, you'd have to search for it-- with a practically inedible hummus (The main spices seemed to have been chili pepper and paprika) My duck breast was tough and the vegetables fairly tasteless. My husband's martini was, in his words, below par and so was his fish dish. I think the food was so mediocre, I would not even go to the restaurant again to give it a second chance.  And seriously, when I order DRY sherry, I don't expect the wait person to bring me what I am pretty sure was very sweet port with a cherry draped over the edge of the glass.
Read more",2 stars,Overall 2,Food 1,Service 4,Ambience 4
Rick,"Dined on May 22, 2019",Can’t wait to come back. The food and service were outstanding. Every staff member was friendly and helpful. Kudos to the Chef!!,5 stars,Overall 5,Food 5,Service 5,Ambience 4
OpenTable Diner,"Dined on May 13, 2019",The food was pretty good but service needs some help. Not sure i would go back.,2 stars,Overall 2,Food 4,Service 1,Ambience 4
PhilipG,"Dined on May 12, 2019",The food was fantastic and so was the service. The apple caramel donuts are a must have!,5 stars,Overall 5,Food 5,Service 5,Ambience 5
Cue1023,"Dined on May 12, 2019","Amazing food and service! Everything from the starters to dessert was phenomenal. Michael, our server, went beyond what was expected. I definitely recommend Heirloom and can't wait to go back.",5 stars,Overall 5,Food 5,Service 5,Ambience 5
BrittanyH,"Dined on May 11, 2019","We love Heirloom, the service is always amazing and the food is always delicious. We love coming to Heirloom for breakfast and brunch.",5 stars,Overall 5,Food 5,Service 5,Ambience 5
Caterina,"Dined on May 11, 2019",The food was delicious and the service was great.  I would highly recommend trying Heirloom.,5 stars,Overall 5,Food 5,Service 5,Ambience 5
OpenTable Diner,"Dined on May 5, 2019","Lovely brunch, great food, great service!",5 stars,Overall 5,Food 5,Service 5,Ambience 5
OpenTable Diner,"Dined on May 5, 2019",Nice spot in town near Yale. Only negative- would have loved to be able to choose items off of regular lunch menu (were there on Sunday for brunch).,4 stars,Overall 4,Food 5,Service 4,Ambience 4
OpenTable Diner,"Dined on May 3, 2019","Heirloom is normally one of our favorites, but this last visit was a real disappointment. Although we appreciated time to chat without being interrupted every five minutes like some restaurants, the service was ridiculously slow for how quiet it was in the dining room, and the sea scallops were a bit overdone and the spaghetti squash was over served, dense, and seemed like it had been sitting for awhile. The dark chocolate fudge cake dessert was boring. I hope next time we go, it’s more back on it’s game!
Read more",2 stars,Overall 2,Food 2,Service 2,Ambience 4
OpenTable Diner,"Dined on April 28, 2019","The menu looked really good, and the space was aesthetically pleasing... but we waited well over an hour for our food. It was midday on a Sunday, so one would think they’d have staffed the kitchen expecting a brunch crowd, but we were just there on our own, with no one checking on us for an hour. Finally our server came over and apologized for the delay, but just said the kitchen was backed up. No drinks or snacks on the house while waiting, no discount on the check, just an apology after all that time. We then waited another 20 minutes for food that was okay but not extraordinary.
Read more",3 stars,Overall 3,Food 3,Service 3,Ambience 4
AL123,"Dined on April 28, 2019",Fantastic food and service. I can’t wait to go back!,5 stars,Overall 5,Food 5,Service 5,Ambience 5
Jayne,"Dined on April 28, 2019","Convenient location, good food and nice ambience.",4 stars,Overall 4,Food 4,Service 5,Ambience 5
LeeC,"Dined on April 27, 2019","We were staying at the Study so found it convenient to eat at Heirloom.   My salad at 
Inch was delicious.  My husbands Berger was over done.   I ordered a glass of wine ($20) which took 25 minutes to arrive at our table.   Not my idea of great service.  Our waitress was not the only waitress on duty.    We had dinner that same day.   Our waiter was very engaged and punctual.  I had the octopus appetizer - incredibly rich.   Scallops for my main course were nicely prepared.   Breakfast was really disappointing.   Toast was burnt and cold!  Not much you can do to ruin fried eggs - they were fine.   I should have asked for crispy bacon.   Bacon was barely cooked on one side.
Read more",3 stars,Overall 3,Food 3,Service 2,Ambience 5
BonnieM,"Dined on April 22, 2019","I have had the Chicken Pate many times.  it is creamy and excellent.  It has always been served with what you would expect - thin bread triangles.  This time it came with slices of crusty  Italian Bread!!  I complained to the waitress, and she said that was all that was available.  Also, the pate had some kind of a bacon glop on top!  Is there a new chef?",3 stars,Overall 3,Food 3,Service 3,Ambience 5
OpenTable Diner,"Dined on April 21, 2019",Excellent service by Alex K,5 stars,Overall 5,Food 5,Service 5,Ambience 5
OpenTable Diner,"Dined on April 14, 2019",Very bad and slow service. Took 20 minutes to get our drinks and over an hour to get our food. Once we got our food one meal was completely cold and another had a hair on the burger! We went for brunch at 11:30 and walked out after 1:30. Should not have taken that long.,1 star,Overall 1,Food 4,Service 1,Ambience 3
