User Name,Date of Review,Review Content,Rating,Overall Rating,Food Rating,Service Rating,Ambience Rating
ShelleyAnn,"Dined on November 28, 2018",The 72 Hour Short Rib Steak was outstanding!  Efficient service but we never felt rushed.  I will return when the occasion presents itself.,4 stars,Overall 4,Food 5,Service 4,Ambience 5
Jazzy,"Dined on November 27, 2018",The short rib steak dinner was outstanding. I will definitely order it if I go there again.,4 stars,Overall 4,Food 5,Service 4,Ambience 4
ElizaB,"Dined on November 24, 2018","Typical hotel restaurant, not horrible, but not amazing either.

The hostess was aloof and disinterested.  The restaurant was fairly empty, but it took forever to get so much as a glass of water, let alone service.  The waitress was pleasant when she finally arrived.  Apparently there was a run on pretzels because they were out of that appetizer item.  I ordered a cosmo and it was pretty bad.  There was vodka and tequila in it, which I have never heard of.  I even Googled it and couldn’t find a cosmo recipe with vodka and tequila.  My husband had a beer and said it was under carbonated.  Since they were out of the pretzel, we just ordered dinner.  The burger was fine, although it had a surprising smokey flavor.  Overall just meh.
Read more",2 stars,Overall 2,Food 2,Service 2,Ambience 3
KathyR,"Dined on November 24, 2018","Enjoyed dinner. Service was great. Food was good, however I felt the menu was limited. Also thought portions we're a bit small for the price. Comfortable seating, but close to other diners. Not a place for personal, private conversation. Worth a visit.",4 stars,Overall 4,Food 4,Service 4,Ambience 4
CLJ7,"Dined on November 22, 2018",Very limited dinner menu,3 stars,Overall 3,Food 2,Service 3,Ambience 4
TomK,"Dined on November 16, 2018",Food was creative and delicious.   Service was excellent.   Good selection of draft draft beers.,5 stars,Overall 5,Food 4,Service 5,Ambience 5
DennisL,"Dined on November 9, 2018","Stopped in on a Thursday night, with reservations for 2 at 8pm.  Hostess was great, seated us right away.  Tables were a bit small, hard to get shared appetizers in the table and still have room for drinks.   Ordered mixed drinks that were very good, wish they were a few dollars cheaper and you would have had me for a third round.  Food was good, portions were average.  Overall I left satisfied, but for the higher prices I was hoping for either a bigger portion, way more flavor or a winning atmosphere.  The bar noise on a Thursday was a bit much by 9pm and it was tough to get to the restrooms as the bar crowd was shoulder to shoulder across the only aisle-way.  Service was good, time from order to food on the table was very prompt.  I was hoping for some specials or seasonal items but there weren't any.  I wasn't overly impressed with the menu.  It focused for on appetizers then main course.  Overall this is a great place for a really good mixed drink at the bar and some tasty apps...but I don't think I'll be back for a full meal.
Read more",3 stars,Overall 3,Food 3,Service 3,Ambience 3
Danni,"Dined on November 6, 2018","I thought that the food was excellent. I met up with my sister before a show at the Chicago Theater. We got a pretzel appetizer to share which was soft and warm. It came with 2 sauces. The creamy apple mustard was almost buttery and the grainy mustard added just enough to add a bit of spice. My sister and both got the short rib. The meat was so tender. The polenta was so creamy and so different than traditional mashed potatoes. I’d say I would come here again.
Read more",5 stars,Overall 5,Food 5,Service 5,Ambience 5
RayH,"Dined on November 5, 2018",Cozy dining spot in a favorable location.  Friendly staff and prompt service.,4 stars,Overall 4,Food 5,Service 4,Ambience 5
foodie,"Dined on November 4, 2018",excellent place before or after the theaters in State and Randolph area. It has a nice vibe.,4 stars,Overall 4,Food 4,Service 4,Ambience 4
MelissaW,"Dined on November 4, 2018",Waiter not friendly and restrooms were dirty,3 stars,Overall 3,Food 4,Service 2,Ambience 4
BarbaraW,"Dined on November 3, 2018","1 block from the Goodman.  Such a pleasant surprise! Friendly wait staff, yummy coffee, great food.
Definitely will go back.",5 stars,Overall 5,Food 5,Service 5,Ambience 5
OpenTable Diner,"Dined on October 28, 2018","They did not honor our reservation when we were 2 minutes late. We stood a while before anyone acknowledged our presence. We finally were seated at a community table. We were not overwhelmed by their hospitality and sensed that "" our kind"" were not particularly welcomed. Never again!",1 star,Overall 1,Food 3,Service 2,Ambience 4
SueA,"Dined on October 28, 2018","The salmon, hamburger and pretzel were good, but the salmon portion was tiny.  The menu mentioned ""sweet potato"".  If there was a teaspoon of sweet potato, I would be surprised.  The service was adequate, the ambiance was nice, but the best part was the proximity to the Chicago Theatre.  I wish the menu were more extensive.",3 stars,Overall 3,Food 3,Service 3,Ambience 4
TamiP,"Dined on October 27, 2018",We had a good time while we wer there. We were heading over to see the GOO GOO DOLLS.,4 stars,Overall 4,Food 4,Service 3,Ambience 4
RaeS,"Dined on October 26, 2018",We enjoyed our meal and drinks.  Our waitress was excellent - gave us very good suggestions,4 stars,Overall 4,Food 4,Service 5,Ambience 4
LindaN,"Dined on October 25, 2018","Went to State and Lake last week before seeing Hello Dolly.  Good location, food, and service for a light pre theater meal",4 stars,Overall 4,Food 4,Service 5,Ambience 3
JulieB,"Dined on October 24, 2018",Great place for a quick dinner before a show. Great beer selection. Located in the Witt hotel close to the theatre district.,5 stars,Overall 5,Food 4,Service 4,Ambience 4
EinLakeview,"Dined on October 19, 2018",Before a show at the Chicago Theater.,5 stars,Overall 5,Food 5,Service 4,Ambience 4
NancyS,"Dined on October 17, 2018",Great dining especially for a quick bite before a show at Chicago Theater.  Waiter was full service even as he understood we wanted to be quick to catch a show.,5 stars,Overall 5,Food 5,Service 5,Ambience 3
JenS,"Dined on October 16, 2018",Food was delicious but bar and table service were extremely slow.,3 stars,Overall 3,Food 4,Service 1,Ambience 4
Greg,"Dined on October 15, 2018",Eh. It was overpriced for what it was. Service was ok. Football game wasn’t being played on the 2 tvs. Pretty weak.,3 stars,Overall 3,Food 3,Service 4,Ambience 3
kkasi,"Dined on October 14, 2018","Our go-to for dining before shows at the Chicago Theater, which is 1/2 block away. The drinks are imaginative, service is friendly, food is good to very good. The burger is always a good choice. The price point is consistent with a downtown restaurant. The menu changes with the season.",4 stars,Overall 4,Food 4,Service 4,Ambience 4
JamieG,"Dined on October 7, 2018","We came here for Sunday brunch before seeing a Broadway show. We were seated promptly. Our waitress was fantastic, always ready to refill our waters! I ordered the apple cider mimosa -- it was FABULOUS. My husband had a beer. I ordered a Denver omelet which came piping hot, ate almost the entire thing. SO good. My husband had the pork belly and called it only fair. It had several elements to it with different temperatures (on purpose). We will definitely be back!
Read more",4 stars,Overall 4,Food 4,Service 5,Ambience 4
Vespagal10,"Dined on October 7, 2018","We did go here before a show and the location is great. It is in The Witt Hotel and has a fun rustic feel. I had the butter lettuce fennel salad that was good a little over dressed but a generous portion. I then had the meatballs that were very good with a nice tapenade and bread. It was very tasty and again a good portion along with the salad. My friend had the burger and she said it was very good and a good presentation. Our server was great and never rushed us. We did not have cocktails but they did look very interesting. I would definitely return
Read more",4 stars,Overall 4,Food 4,Service 4,Ambience 4
OpenTable Diner,"Dined on October 7, 2018","Our waiter, Patrick, was excellent. Explained the menu in detail and very helpful & happy! The food was very good and very eclectic. We would go back.",4 stars,Overall 4,Food 5,Service 5,Ambience 4
lexiandrachelsmom,"Dined on October 6, 2018",I went with a friend before the Joan Baez concert.  We had a wonderful dinner.  I had pork schnitzel and my friend had salmon. We shared tastes.  Both dishes were wonderful. I had a cocktail that was well made.  Dessert was also good. We liked it so much we made a second reservation for after the show.  We shared a warm pretzel that was also good.,5 stars,Overall 5,Food 5,Service 5,Ambience 5
smbross,"Dined on October 6, 2018",Excellent pre-theater dining!  Five of us shared a number of appetizer/small plates and everything was delicious.  Highly recommend!,5 stars,Overall 5,Food 5,Service 4,Ambience 5
NickC,"Dined on October 1, 2018",Food was unimpressive and service was slow.  We hoped to grab a nice meal and beer and watch a game but we’re dissapointed in all 3 areas.,3 stars,Overall 3,Food 3,Service 2,Ambience 3
DannyG,"Dined on October 1, 2018",Went to Chicago Theatre to see a show and this is 1/2 block from there.  It's a great room with a great vibe.  We had a wonderful waiter who was very attentive and they had super healthy options that tasted great and were presented beautifully.,4 stars,Overall 4,Food 4,Service 4,Ambience 5
MarkW,"Dined on September 30, 2018","Unexceptional burger that was a little overcooked while the fries were a little undercooked. We were in a rush and the server was quite accommodating, but the food was disappointing.",2 stars,Overall 2,Food 2,Service 4,Ambience 3
Brian,"Dined on September 26, 2018",Great alternative spot for a business lunch. Exceeded expectations!,4 stars,Overall 4,Food 4,Service 4,Ambience 5
Queen5,"Dined on September 23, 2018",Did not care for menu. Also a little pricey!  Service was good but I would not go back.  Very convenient location to go before the theater.,3 stars,Overall 3,Food 2,Service 4,Ambience 3
sueander618,"Dined on September 23, 2018","Enjoyed good food and good service with a table of 6. A little on the pricey side. Be sure to note that for a group of 6, service charge is included!",5 stars,Overall 5,Food 5,Service 5,Ambience 5
PaulaA,"Dined on September 17, 2018",Limited menu but very good food. Service was great.,4 stars,Overall 4,Food 4,Service 4,Ambience 4
OpenTable Diner,"Dined on September 16, 2018","Our server was attentive, friendly and made us feel at home. Food was tasty, servings on the smaller side, but our server treated us to a fruit plate on the house. Overall a great experience.",5 stars,Overall 5,Food 4,Service 5,Ambience 4
Rocks81,"Dined on September 2, 2018",Pretty standard - menu is decent. Drinks and pricing also standard.  Attentive wait staff,4 stars,Overall 4,Food 4,Service 4,Ambience 4
